team,game,desc,date,opp,all_gf,all_ga,length,pts,sit,toi,gf,ga,cf,ca,ff,fa,sf,sa
oilers,25,Blackhawks 5 at Oilers 1,2013-11-25,blackhawks,1,5,reg,0,5v5,47.1,1,3,37,35,27,29,23,18
oilers,26,Oilers 3 at Predators 0,2013-11-28,predators,3,0,reg,2,5v5,47.8,0,0,44,41,31,33,21,23
oilers,27,Oilers 2 at Blue Jackets 4,2013-11-29,jackets,2,4,reg,0,5v5,40.0,1,2,27,29,22,16,17,15
oilers,28,Oilers 3 at Stars 2 (SO),2013-12-01,stars,3,2,SO,2,5v5,39.7,2,1,39,49,27,35,18,33
oilers,29,Coyotes 6 at Oilers 2,2013-12-03,coyotes,2,6,reg,0,5v5,42.9,1,5,45,36,34,31,25,26
oilers,30,Avalanche 2 at Oilers 8,2013-12-05,avalanche,8,2,reg,2,5v5,37.2,3,2,28,47,23,36,16,26
oilers,31,Flames 2 at Oilers 1 (OT),2013-12-07,flames,1,2,OT,1,5v5,44.0,0,1,46,26,27,21,19,18
oilers,32,Hurricanes 4 at Oilers 5 (OT),2013-12-10,hurricanes,5,4,OT,2,5v5,50.8,4,2,45,49,33,33,22,23
oilers,33,Bruins 4 at Oilers 2,2013-12-12,bruins,2,4,reg,0,5v5,51.0,2,2,58,42,44,30,34,27
oilers,34,Oilers 0 at Canucks 4,2013-12-13,canucks,0,4,reg,0,5v5,53.4,0,2,33,66,28,48,18,34
oilers,35,Oilers 2 at Ducks 3,2013-12-15,ducks,2,3,reg,0,5v5,48.0,2,3,34,57,28,43,21,30
oilers,36,Oilers 0 at Kings 3,2013-12-17,kings,0,3,reg,0,5v5,51.5,0,2,42,63,31,57,20,36
oilers,37,Oilers 2 at Avalanche 4,2013-12-19,avalanche,2,4,reg,0,5v5,50.9,2,1,42,51,34,34,26,28
oilers,38,Blues 6 at Oilers 0,2013-12-21,blues,0,6,reg,0,5v5,44.0,0,5,43,41,26,28,17,24
oilers,39,Jets 2 at Oilers 6,2013-12-23,jets,6,2,reg,2,5v5,41.2,4,1,38,40,32,32,18,17
oilers,40,Oilers 2 at Flames 0,2013-12-27,flames,2,0,reg,2,5v5,48.3,1,0,34,44,28,32,24,23
oilers,41,Flyers 4 at Oilers 3 (SO),2013-12-28,flyers,3,4,SO,1,5v5,45.3,2,0,26,57,20,42,12,27
oilers,42,Oilers 3 at Coyotes 4 (OT),2013-12-31,coyotes,3,4,OT,1,5v5,55.5,3,2,38,64,26,53,21,40
oilers,43,Oilers 1 at Sharks 5,2014-01-02,sharks,1,5,reg,0,5v5,47.8,1,5,34,55,26,44,17,33
oilers,44,Oilers 2 at Ducks 5,2014-01-03,ducks,2,5,reg,0,5v5,39.9,2,5,27,40,20,32,15,21
oilers,45,Lightning 3 at Oilers 5,2014-01-05,lightning,5,3,reg,2,5v5,48.1,3,2,34,53,27,42,18,23
oilers,46,Blues 5 at Oilers 2,2014-01-07,blues,2,5,reg,0,5v5,53.5,2,2,33,48,25,35,16,23
oilers,47,Penguins 3 at Oilers 4 (OT),2014-01-10,penguins,4,3,OT,2,5v5,48.2,2,2,44,37,37,30,24,19
oilers,48,Oilers 3 at Blackhawks 5,2014-01-12,blackhawks,3,5,reg,0,5v5,46.7,2,4,31,55,22,42,16,31
oilers,49,Oilers 2 at Stars 5,2014-01-14,stars,2,5,reg,0,5v5,54.0,1,3,54,53,40,40,27,27
oilers,50,Oilers 1 at Wild 4,2014-01-16,wild,1,4,reg,0,5v5,47.6,1,4,35,49,25,39,18,27
oilers,51,Oilers 2 at Jets 3 (OT),2014-01-18,jets,2,3,OT,1,5v5,41.8,1,1,32,48,22,37,16,25
oilers,52,Canucks 2 at Oilers 1,2014-01-21,canucks,1,2,reg,0,5v5,42.8,1,2,39,46,28,34,21,20
oilers,53,Coyotes 4 at Oilers 3,2014-01-24,coyotes,3,4,reg,0,5v5,46.2,3,3,50,47,40,33,31,23
oilers,54,Predators 1 at Oilers 5,2014-01-26,predators,5,1,reg,2,5v5,49.4,3,1,45,55,34,39,21,30
oilers,55,Oilers 4 at Canucks 2,2014-01-27,canucks,4,2,reg,2,5v5,47.5,3,2,42,47,25,32,18,24
oilers,56,Sharks 0 at Oilers 3,2014-01-29,sharks,3,0,reg,2,5v5,49.0,2,0,26,83,21,66,21,50
oilers,57,Oilers 0 at Bruins 4,2014-02-01,bruins,0,4,reg,0,5v5,44.2,0,2,32,54,29,43,20,29
oilers,58,Oilers 3 at Sabres 2,2014-02-03,sabres,3,2,reg,2,5v5,37.4,1,0,31,53,26,43,16,31
oilers,59,Oilers 2 at Rangers 1,2014-02-06,rangers,2,1,reg,2,5v5,56.7,2,1,46,60,39,48,28,34
oilers,60,Oilers 1 at Devils 2 (OT),2014-02-07,devils,1,2,OT,1,5v5,49.5,1,1,28,40,22,27,14,22
oilers,61,Wild 3 at Oilers 0,2014-02-27,wild,0,3,reg,0,5v5,46.0,0,2,33,37,22,26,17,17
oilers,62,Flames 2 at Oilers 1 (OT),2014-03-01,flames,1,2,OT,1,5v5,49.0,1,1,54,47,32,33,19,23
oilers,63,Senators 2 at Oilers 3,2014-03-04,senators,3,2,reg,2,5v5,53.9,2,2,44,70,35,50,27,35
oilers,64,Islanders 2 at Oilers 3 (OT),2014-03-06,islanders,3,2,OT,2,5v5,47.3,1,0,39,51,32,41,21,25
oilers,65,Kings 4 at Oilers 2,2014-03-09,kings,2,4,reg,0,5v5,50.0,1,3,47,64,33,51,23,40
oilers,66,Oilers 4 at Wild 3 (SO),2014-03-11,wild,4,3,SO,2,5v5,48.9,3,2,29,39,24,32,18,20
oilers,67,Oilers 2 at Blues 6,2014-03-13,blues,2,6,reg,0,5v5,43.5,2,4,29,50,20,36,16,25
oilers,68,Oilers 1 at Red Wings 2 (SO),2014-03-14,wings,1,2,SO,1,5v5,47.9,1,1,36,46,24,35,19,17
oilers,69,Oilers 2 at Hurricanes 1,2014-03-16,hurricanes,2,1,reg,2,5v5,45.9,1,1,46,53,38,37,28,25
oilers,70,Predators 1 at Oilers 5,2014-03-18,predators,5,1,reg,2,5v5,39.9,4,1,42,44,31,32,23,20
oilers,71,Sabres 3 at Oilers 1,2014-03-20,sabres,1,3,reg,0,5v5,43.0,0,2,36,39,27,28,17,22
oilers,72,Flames 8 at Oilers 1,2014-03-22,flames,1,8,reg,0,5v5,48.5,0,7,43,50,31,42,22,27
oilers,73,Sharks 5 at Oilers 2,2014-03-25,sharks,2,5,reg,0,5v5,54.3,2,2,54,52,35,38,28,29
oilers,74,Ducks 3 at Oilers 4 (OT),2014-03-28,ducks,4,3,OT,2,5v5,50.0,3,3,29,62,22,49,16,39
oilers,75,Rangers 5 at Oilers 0,2014-03-30,rangers,0,5,reg,0,5v5,38.2,0,2,26,42,20,34,15,16
oilers,76,Oilers 4 at Sharks 5,2014-04-01,sharks,4,5,reg,0,5v5,38.6,3,3,31,37,23,27,16,19
oilers,77,Oilers 2 at Ducks 3,2014-04-02,ducks,2,3,reg,0,5v5,43.2,1,3,35,35,33,24,27,18
oilers,78,Oilers 3 at Coyotes 2 (SO),2014-04-04,coyotes,3,2,SO,2,5v5,55.0,1,1,43,43,31,32,22,21
oilers,79,Ducks 2 at Oilers 4,2014-04-06,ducks,4,2,reg,2,5v5,44.5,1,1,37,54,27,36,22,25
oilers,80,Avalanche 4 at Oilers 1,2014-04-08,avalanche,1,4,reg,0,5v5,52.0,0,3,42,54,27,43,16,29
oilers,81,Kings 3 at Oilers 0,2014-04-10,kings,0,3,reg,0,5v5,52.0,0,3,37,61,25,45,15,34
oilers,82,Canucks 2 at Oilers 5,2014-04-12,canucks,5,2,reg,2,5v5,47.9,4,2,38,59,25,45,16,35
panthers,1,Panthers 4 at Stars 2,2013-10-03,stars,4,2,reg,2,5v5,45.5,3,1,41,51,34,33,28,25
panthers,2,Panthers 0 at Blues 7,2013-10-05,blues,0,7,reg,0,5v5,41.0,0,5,32,37,24,33,16,23
panthers,3,Panthers 1 at Flyers 2,2013-10-08,flyers,1,2,reg,0,5v5,36.8,1,2,49,37,37,27,28,18
panthers,4,Panthers 2 at Lightning 7,2013-10-10,lightning,2,7,reg,0,5v5,41.7,1,4,26,39,20,26,15,19
panthers,5,Penguins 3 at Panthers 6,2013-10-11,penguins,6,3,reg,2,5v5,48.8,4,3,37,50,29,38,21,32
panthers,6,Kings 3 at Panthers 0,2013-10-13,kings,0,3,reg,0,5v5,54.0,0,3,28,51,24,36,17,27
panthers,7,Panthers 3 at Predators 4,2013-10-15,predators,3,4,reg,0,5v5,53.9,3,3,43,47,34,37,21,28
panthers,8,Bruins 3 at Panthers 2,2013-10-17,bruins,2,3,reg,0,5v5,51.9,1,2,32,56,30,45,25,36
panthers,9,Wild 1 at Panthers 2 (SO),2013-10-19,wild,2,1,SO,2,5v5,45.3,0,0,25,32,22,23,14,14
panthers,10,Blackhawks 3 at Panthers 2 (SO),2013-10-22,blackhawks,2,3,SO,1,5v5,55.1,2,1,49,59,37,34,19,25
panthers,11,Sabres 3 at Panthers 1,2013-10-25,sabres,1,3,reg,0,5v5,52.8,1,2,71,30,56,23,41,17
panthers,12,Lightning 4 at Panthers 3 (SO),2013-10-27,lightning,3,4,SO,1,5v5,45.2,3,2,44,37,33,30,25,22
panthers,13,Blues 4 at Panthers 0,2013-11-01,blues,0,4,reg,0,5v5,48.9,0,3,47,40,35,30,28,19
panthers,14,Panthers 2 at Capitals 3 (SO),2013-11-02,capitals,2,3,SO,1,5v5,43.8,1,2,45,34,27,27,19,18
panthers,15,Oilers 4 at Panthers 3 (OT),2013-11-05,oilers,3,4,OT,1,5v5,51.8,2,2,40,33,28,23,19,18
panthers,16,Panthers 1 at Bruins 4,2013-11-07,bruins,1,4,reg,0,5v5,50.0,1,4,39,51,24,39,19,27
panthers,17,Panthers 2 at Senators 3,2013-11-09,senators,2,3,reg,0,5v5,47.3,2,2,48,40,39,31,24,24
panthers,18,Panthers 3 at Rangers 4,2013-11-10,rangers,3,4,reg,0,5v5,48.0,2,3,45,47,35,35,22,25
panthers,19,Ducks 2 at Panthers 3,2013-11-12,ducks,3,2,reg,2,5v5,45.0,3,2,37,36,27,32,23,29
panthers,20,Panthers 2 at Wild 3,2013-11-15,wild,2,3,reg,0,5v5,48.0,2,2,40,26,30,19,19,13
panthers,21,Panthers 4 at Avalanche 1,2013-11-16,avalanche,4,1,reg,2,5v5,48.4,3,1,40,51,32,42,22,32
panthers,22,Panthers 3 at Canucks 2 (SO),2013-11-19,canucks,3,2,SO,2,5v5,52.4,1,2,39,43,28,33,26,23
panthers,23,Panthers 1 at Oilers 4,2013-11-21,oilers,1,4,reg,0,5v5,43.7,1,1,43,39,29,33,16,25
panthers,24,Panthers 3 at Flames 4 (SO),2013-11-22,flames,3,4,SO,1,5v5,47.7,3,2,52,26,31,18,23,14
panthers,25,Flyers 1 at Panthers 3,2013-11-25,flyers,3,1,reg,2,5v5,48.8,2,0,40,47,31,32,24,26
panthers,26,Rangers 5 at Panthers 2,2013-11-27,rangers,2,5,reg,0,5v5,51.4,2,2,51,32,39,24,32,16
panthers,27,Penguins 5 at Panthers 1,2013-11-30,penguins,1,5,reg,0,5v5,52.2,0,4,61,45,45,33,34,21
panthers,28,Senators 4 at Panthers 2,2013-12-03,senators,2,4,reg,0,5v5,40.1,0,3,42,49,33,39,24,33
panthers,29,Jets 2 at Panthers 5,2013-12-05,jets,5,2,reg,2,5v5,54.3,5,2,42,48,30,38,24,29
panthers,30,Panthers 2 at Red Wings 1,2013-12-07,wings,2,1,reg,2,5v5,49.4,2,1,51,33,42,27,34,18
panthers,31,Panthers 2 at Blackhawks 6,2013-12-08,blackhawks,2,6,reg,0,5v5,43.4,2,3,47,41,33,32,25,25
panthers,32,Red Wings 2 at Panthers 3 (SO),2013-12-10,wings,3,2,SO,2,5v5,46.8,2,1,42,37,31,22,22,17
panthers,33,Capitals 2 at Panthers 3 (SO),2013-12-13,capitals,3,2,SO,2,5v5,49.2,1,0,56,32,46,22,31,14
panthers,34,Panthers 2 at Canadiens 1,2013-12-15,canadiens,2,1,reg,2,5v5,48.3,2,0,48,35,30,20,20,11
panthers,35,Panthers 3 at Maple Leafs 1,2013-12-17,leafs,3,1,reg,2,5v5,49.9,3,1,43,50,33,37,18,23
panthers,36,Panthers 4 at Senators 2,2013-12-19,senators,4,2,reg,2,5v5,46.9,2,1,49,47,35,40,27,27
panthers,37,Panthers 2 at Jets 5,2013-12-20,jets,2,5,reg,0,5v5,48.6,2,2,40,43,27,38,18,25
panthers,38,Lightning 6 at Panthers 1,2013-12-23,lightning,1,6,reg,0,5v5,48.3,0,5,31,52,27,42,25,30
panthers,39,Red Wings 4 at Panthers 3,2013-12-28,wings,3,4,reg,0,5v5,40.8,2,2,45,36,28,26,22,24
panthers,40,Canadiens 1 at Panthers 4,2013-12-29,canadiens,4,1,reg,2,5v5,47.4,2,1,43,31,33,25,21,16
panthers,41,Rangers 2 at Panthers 1 (SO),2013-12-31,rangers,1,2,SO,1,5v5,46.0,1,1,31,32,25,22,18,18
panthers,42,Predators 4 at Panthers 5 (SO),2014-01-04,predators,5,4,SO,2,5v5,52.5,4,3,44,41,38,36,24,30
panthers,43,Panthers 1 at Canadiens 2,2014-01-06,canadiens,1,2,reg,0,5v5,49.0,1,2,62,46,38,37,26,30
panthers,44,Panthers 2 at Sabres 1 (SO),2014-01-09,sabres,2,1,SO,2,5v5,48.5,1,1,49,35,37,26,26,19
panthers,45,Panthers 1 at Devils 2 (OT),2014-01-11,devils,1,2,OT,1,5v5,52.0,1,1,35,47,30,38,24,28
panthers,46,Islanders 2 at Panthers 4,2014-01-14,islanders,4,2,reg,2,5v5,42.9,3,2,34,46,27,36,18,26
panthers,47,Sharks 3 at Panthers 0,2014-01-16,sharks,0,3,reg,0,5v5,47.5,0,3,35,47,27,43,21,31
panthers,48,Panthers 2 at Hurricanes 3,2014-01-18,hurricanes,2,3,reg,0,5v5,45.0,2,2,44,52,37,37,30,27
panthers,49,Panthers 5 at Penguins 1,2014-01-20,penguins,5,1,reg,2,5v5,42.5,4,0,43,39,32,29,21,23
panthers,50,Panthers 4 at Sabres 3,2014-01-21,sabres,4,3,reg,2,5v5,45.1,4,1,44,37,32,33,20,24
panthers,51,Avalanche 3 at Panthers 2,2014-01-24,avalanche,2,3,reg,0,5v5,50.3,1,3,53,29,47,25,31,23
panthers,52,Panthers 5 at Red Wings 4 (SO),2014-01-26,wings,5,4,SO,2,5v5,44.4,3,3,29,39,28,28,26,21
panthers,53,Panthers 2 at Bruins 6,2014-01-28,bruins,2,6,reg,0,5v5,49.8,1,5,46,53,38,44,28,34
panthers,54,Panthers 3 at Maple Leafs 6,2014-01-30,leafs,3,6,reg,0,5v5,45.5,3,4,50,41,41,34,29,25
panthers,55,Panthers 1 at Blue Jackets 4,2014-02-01,jackets,1,4,reg,0,5v5,51.7,1,4,53,43,39,33,27,26
panthers,56,Maple Leafs 1 at Panthers 4,2014-02-04,leafs,4,1,reg,2,5v5,57.0,2,1,67,39,57,26,46,20
panthers,57,Red Wings 3 at Panthers 1,2014-02-06,wings,1,3,reg,0,5v5,42.5,1,1,30,32,24,25,18,19
panthers,58,Panthers 1 at Hurricanes 5,2014-02-07,hurricanes,1,5,reg,0,5v5,49.7,1,4,67,52,44,40,28,28
panthers,59,Capitals 5 at Panthers 4,2014-02-27,capitals,4,5,reg,0,5v5,47.5,3,3,40,32,32,27,23,23
panthers,60,Panthers 3 at Blue Jackets 6,2014-03-01,jackets,3,6,reg,0,5v5,44.8,3,0,38,36,23,31,15,26
panthers,61,Panthers 5 at Islanders 3,2014-03-02,islanders,5,3,reg,2,5v5,42.7,4,2,44,34,34,26,26,22
panthers,62,Panthers 1 at Bruins 4,2014-03-04,bruins,1,4,reg,0,5v5,49.2,1,3,46,44,35,33,21,29
panthers,63,Sabres 0 at Panthers 2,2014-03-07,sabres,2,0,reg,2,5v5,40.7,0,0,36,36,30,25,25,18
panthers,64,Bruins 5 at Panthers 2,2014-03-09,bruins,2,5,reg,0,5v5,45.0,2,2,30,50,21,39,17,26
panthers,65,Coyotes 3 at Panthers 1,2014-03-11,coyotes,1,3,reg,0,5v5,45.7,0,2,45,35,39,31,26,23
panthers,66,Panthers 4 at Lightning 5,2014-03-13,lightning,4,5,reg,0,5v5,49.8,2,4,37,45,30,34,21,22
panthers,67,Devils 3 at Panthers 5,2014-03-14,devils,5,3,reg,2,5v5,52.0,4,2,30,55,26,37,19,28
panthers,68,Canucks 4 at Panthers 3 (SO),2014-03-16,canucks,3,4,SO,1,5v5,47.2,1,2,36,47,26,38,17,21
panthers,69,Panthers 3 at Sharks 2,2014-03-18,sharks,3,2,reg,2,5v5,44.8,3,1,37,65,28,49,23,36
panthers,70,Panthers 1 at Coyotes 2,2014-03-20,coyotes,1,2,reg,0,5v5,51.8,1,1,37,38,28,26,18,19
panthers,71,Panthers 0 at Kings 4,2014-03-22,kings,0,4,reg,0,5v5,51.2,0,3,33,48,26,37,16,24
panthers,72,Panthers 2 at Ducks 6,2014-03-23,ducks,2,6,reg,0,5v5,53.4,2,4,47,60,39,53,29,34
panthers,73,Senators 2 at Panthers 3 (SO),2014-03-25,senators,3,2,SO,2,5v5,55.3,2,1,59,55,50,47,36,32
panthers,74,Hurricanes 3 at Panthers 0,2014-03-27,hurricanes,0,3,reg,0,5v5,48.2,0,3,49,41,44,31,31,27
panthers,75,Canadiens 4 at Panthers 1,2014-03-29,canadiens,1,4,reg,0,5v5,40.3,1,3,45,19,38,16,26,13
panthers,76,Panthers 3 at Devils 6,2014-03-31,devils,3,6,reg,0,5v5,43.3,2,4,27,33,18,29,14,25
panthers,77,Panthers 2 at Islanders 4,2014-04-01,islanders,2,4,reg,0,5v5,47.1,0,3,41,57,24,40,16,30
panthers,78,Flames 2 at Panthers 1,2014-04-04,flames,1,2,reg,0,5v5,48.1,0,2,50,25,34,17,26,12
panthers,79,Stars 2 at Panthers 3,2014-04-06,stars,3,2,reg,2,5v5,47.1,3,1,42,37,30,31,22,23
panthers,80,Flyers 5 at Panthers 2,2014-04-08,flyers,2,5,reg,0,5v5,53.6,2,5,55,36,44,31,37,20
panthers,81,Maple Leafs 2 at Panthers 4,2014-04-10,leafs,4,2,reg,2,5v5,48.5,3,2,54,36,45,29,33,22
panthers,82,Blue Jackets 3 at Panthers 2,2014-04-12,jackets,2,3,reg,0,5v5,39.3,1,1,31,38,27,30,22,24
kings,1,Kings 3 at Wild 2 (SO),2013-10-03,wild,3,2,SO,2,5v5,45.0,1,1,35,30,18,21,11,19
kings,2,Kings 3 at Jets 5,2013-10-04,jets,3,5,reg,0,5v5,41.9,1,3,47,40,35,31,26,22
kings,3,Rangers 3 at Kings 1,2013-10-07,rangers,1,3,reg,0,5v5,47.4,0,2,44,45,33,35,20,22
kings,4,Senators 3 at Kings 4 (OT),2013-10-09,senators,4,3,OT,2,5v5,47.1,1,2,49,37,37,27,26,17
kings,5,Kings 2 at Hurricanes 1 (SO),2013-10-11,hurricanes,2,1,SO,2,5v5,47.4,0,0,53,42,45,27,27,17
kings,6,Kings 3 at Panthers 0,2013-10-13,panthers,3,0,reg,2,5v5,54.0,3,0,51,28,36,24,27,17
kings,7,Kings 1 at Lightning 5,2013-10-15,lightning,1,5,reg,0,5v5,43.7,1,4,44,36,35,27,21,20
kings,8,Kings 2 at Predators 1 (SO),2013-10-17,predators,2,1,SO,2,5v5,46.0,1,1,36,49,24,36,19,30
kings,9,Stars 2 at Kings 5,2013-10-19,stars,5,2,reg,2,5v5,42.7,3,2,56,35,39,31,25,21
kings,10,Flames 3 at Kings 2,2013-10-21,flames,2,3,reg,0,5v5,44.2,0,0,48,34,35,26,24,18
kings,11,Coyotes 4 at Kings 7,2013-10-24,coyotes,7,4,reg,2,5v5,44.2,4,3,37,37,32,28,22,22
kings,12,Oilers 1 at Kings 2 (SO),2013-10-27,oilers,2,1,SO,2,5v5,44.0,1,0,59,21,49,16,40,11
kings,13,Kings 1 at Coyotes 3,2013-10-29,coyotes,1,3,reg,0,5v5,46.3,0,2,65,39,49,30,34,21
kings,14,Sharks 3 at Kings 4 (OT),2013-10-30,sharks,4,3,OT,2,5v5,46.0,2,2,44,25,30,20,14,13
kings,15,Predators 4 at Kings 3,2013-11-02,predators,3,4,reg,0,5v5,50.5,2,2,68,31,48,23,31,15
kings,16,Sabres 0 at Kings 2,2013-11-07,sabres,2,0,reg,2,5v5,43.1,0,0,32,27,24,19,14,14
kings,17,Canucks 1 at Kings 5,2013-11-09,canucks,5,1,reg,2,5v5,50.1,4,1,49,42,36,34,26,20
kings,18,Kings 2 at Sabres 3 (SO),2013-11-12,sabres,2,3,SO,1,5v5,50.5,2,1,58,26,44,18,32,12
kings,19,Kings 3 at Islanders 2,2013-11-14,islanders,3,2,reg,2,5v5,46.0,2,2,39,32,25,25,17,19
kings,20,Kings 2 at Devils 0,2013-11-15,devils,2,0,reg,2,5v5,51.2,1,0,34,38,23,31,17,24
kings,21,Kings 1 at Rangers 0,2013-11-17,rangers,1,0,reg,2,5v5,47.8,1,0,56,38,39,30,28,24
kings,22,Lightning 2 at Kings 5,2013-11-19,lightning,5,2,reg,2,5v5,43.5,3,1,42,29,37,25,24,17
kings,23,Devils 2 at Kings 1 (OT),2013-11-21,devils,1,2,OT,1,5v5,48.0,1,1,52,30,37,22,21,11
kings,24,Avalanche 1 at Kings 0 (OT),2013-11-23,avalanche,0,1,OT,1,5v5,46.0,0,0,31,40,21,35,14,26
kings,25,Kings 3 at Canucks 2 (OT),2013-11-25,canucks,3,2,OT,2,5v5,39.5,2,1,37,38,26,29,21,24
kings,26,Kings 2 at Sharks 3 (SO),2013-11-27,sharks,2,3,SO,1,5v5,44.0,2,2,44,60,33,46,25,32
kings,27,Flames 2 at Kings 1,2013-11-30,flames,1,2,reg,0,5v5,40.4,1,1,42,29,26,23,17,12
kings,28,Blues 2 at Kings 3,2013-12-02,blues,3,2,reg,2,5v5,47.1,3,1,41,37,32,32,23,20
kings,29,Kings 3 at Ducks 2 (SO),2013-12-03,ducks,3,2,SO,2,5v5,45.5,2,1,73,28,55,22,33,17
kings,30,Islanders 0 at Kings 3,2013-12-07,islanders,3,0,reg,2,5v5,41.1,2,0,35,23,23,17,16,12
kings,31,Kings 6 at Canadiens 0,2013-12-10,canadiens,6,0,reg,2,5v5,47.4,5,0,52,44,35,31,23,21
kings,32,Kings 3 at Maple Leafs 1,2013-12-11,leafs,3,1,reg,2,5v5,52.0,2,0,46,56,30,40,21,34
kings,33,Kings 5 at Senators 2,2013-12-14,senators,5,2,reg,2,5v5,47.5,4,2,41,56,29,43,21,31
kings,34,Kings 1 at Blackhawks 3,2013-12-15,blackhawks,1,3,reg,0,5v5,49.0,1,1,27,47,19,41,16,34
kings,35,Oilers 0 at Kings 3,2013-12-17,oilers,3,0,reg,2,5v5,51.5,2,0,63,42,57,31,36,20
kings,36,Sharks 1 at Kings 4,2013-12-19,sharks,4,1,reg,2,5v5,46.5,4,1,54,34,42,28,29,20
kings,37,Avalanche 2 at Kings 3 (SO),2013-12-21,avalanche,3,2,SO,2,5v5,49.7,2,0,57,46,46,35,30,21
kings,38,Stars 5 at Kings 2,2013-12-23,stars,2,5,reg,0,5v5,49.6,0,3,55,34,43,25,23,17
kings,39,Kings 2 at Predators 3,2013-12-28,predators,2,3,reg,0,5v5,47.8,0,2,51,33,34,27,23,21
kings,40,Kings 0 at Blackhawks 1,2013-12-30,blackhawks,0,1,reg,0,5v5,49.6,0,1,44,36,33,28,23,22
kings,41,Kings 2 at Stars 3,2013-12-31,stars,2,3,reg,0,5v5,46.4,1,1,42,38,29,28,16,21
kings,42,Kings 0 at Blues 5,2014-01-02,blues,0,5,reg,0,5v5,42.5,0,3,49,29,30,24,19,19
kings,43,Canucks 1 at Kings 3,2014-01-04,canucks,3,1,reg,2,5v5,46.2,2,0,63,33,52,26,43,19
kings,44,Wild 2 at Kings 1 (SO),2014-01-07,wild,1,2,SO,1,5v5,51.8,1,1,64,29,49,20,30,11
kings,45,Bruins 2 at Kings 4,2014-01-09,bruins,4,2,reg,2,5v5,42.7,3,2,46,35,38,29,28,18
kings,46,Red Wings 3 at Kings 1,2014-01-11,wings,1,3,reg,0,5v5,41.4,0,3,58,30,52,26,35,18
kings,47,Canucks 0 at Kings 1,2014-01-13,canucks,1,0,reg,2,5v5,35.3,1,0,29,22,18,18,10,14
kings,48,Kings 4 at Blues 1,2014-01-16,blues,4,1,reg,2,5v5,39.5,2,0,29,32,25,26,22,19
kings,49,Kings 2 at Red Wings 3 (SO),2014-01-18,wings,2,3,SO,1,5v5,46.7,0,1,39,51,30,38,24,26
kings,50,Kings 2 at Bruins 3,2014-01-20,bruins,2,3,reg,0,5v5,46.0,1,1,37,36,25,27,16,19
kings,51,Kings 3 at Blue Jackets 5,2014-01-21,jackets,3,5,reg,0,5v5,47.8,2,4,39,37,25,30,20,22
kings,52,Kings 1 at Ducks 2,2014-01-23,ducks,1,2,reg,0,5v5,42.6,1,1,42,25,33,21,22,15
kings,53,Ducks 3 at Kings 0,2014-01-25,ducks,0,3,reg,0,5v5,43.9,0,2,45,27,32,26,26,17
kings,54,Kings 1 at Sharks 0,2014-01-27,sharks,1,0,reg,2,5v5,40.3,1,0,40,43,21,23,13,18
kings,55,Kings 0 at Coyotes 3,2014-01-28,coyotes,0,3,reg,0,5v5,51.7,0,2,53,51,45,36,29,24
kings,56,Penguins 4 at Kings 1,2014-01-30,penguins,1,4,reg,0,5v5,50.0,0,2,50,30,38,25,27,18
kings,57,Flyers 2 at Kings 0,2014-02-01,flyers,0,2,reg,0,5v5,51.3,0,1,58,23,43,17,31,11
kings,58,Blackhawks 5 at Kings 3,2014-02-03,blackhawks,3,5,reg,0,5v5,42.2,2,4,44,38,38,30,26,21
kings,59,Blue Jackets 1 at Kings 2 (OT),2014-02-06,jackets,2,1,OT,2,5v5,40.6,0,0,30,30,19,23,11,15
kings,60,Kings 6 at Avalanche 4,2014-02-26,avalanche,6,4,reg,2,5v5,43.4,4,1,37,38,27,28,20,17
kings,61,Kings 2 at Flames 0,2014-02-27,flames,2,0,reg,2,5v5,45.8,1,0,29,35,22,24,19,17
kings,62,Hurricanes 1 at Kings 3,2014-03-01,hurricanes,3,1,reg,2,5v5,42.4,1,1,39,32,35,30,22,22
kings,63,Canadiens 1 at Kings 2,2014-03-03,canadiens,2,1,reg,2,5v5,45.4,1,1,40,25,28,21,17,13
kings,64,Kings 3 at Jets 1,2014-03-06,jets,3,1,reg,2,5v5,48.4,2,1,56,39,39,25,31,15
kings,65,Kings 4 at Oilers 2,2014-03-09,oilers,4,2,reg,2,5v5,50.0,3,1,64,47,51,33,40,23
kings,66,Kings 3 at Flames 2,2014-03-10,flames,3,2,reg,2,5v5,50.1,3,1,47,44,32,29,22,23
kings,67,Maple Leafs 3 at Kings 2,2014-03-13,leafs,2,3,reg,0,5v5,47.4,1,1,65,32,50,27,32,20
kings,68,Ducks 2 at Kings 1,2014-03-15,ducks,1,2,reg,0,5v5,45.4,0,2,54,33,40,29,33,18
kings,69,Coyotes 4 at Kings 3,2014-03-17,coyotes,3,4,reg,0,5v5,45.0,2,3,44,27,35,23,27,18
kings,70,Capitals 1 at Kings 2 (SO),2014-03-20,capitals,2,1,SO,2,5v5,50.0,1,1,47,33,33,24,20,16
kings,71,Panthers 0 at Kings 4,2014-03-22,panthers,4,0,reg,2,5v5,51.2,3,0,48,33,37,26,24,16
kings,72,Kings 3 at Flyers 2,2014-03-24,flyers,3,2,reg,2,5v5,43.4,3,2,54,45,45,32,35,24
kings,73,Kings 5 at Capitals 4 (SO),2014-03-25,capitals,5,4,SO,2,5v5,47.5,3,1,51,24,39,19,26,14
